archivo,titulo,anio,A,evidencia_A,B,evidencia_B,C,evidencia_C,D,confianza
01060_Brazilian_Journal_of_Medical_a_2021.pdf,Differential proteomic analysis of children infected with respiratory syncytial virus,2021,Sí,"""Forty children diagnosed with RSV bronchiolitis... were selected""",Sí,"""leading to low statistical power when identifying DEPs""",Sí,"""may be potential therapeutic biomarkers or targets""",Falla fuerte con reconocimiento,Alta
01090_CSOnline_2024.pdf,RELIGIÃO E ESPAÇO PÚBLICO: PERSPECTIVAS ALTERNATIVAS...,2024,No,"No es artículo empírico primario, usa encuestas secundarias",No,Sin evidencia,No,Sin evidencia,No evaluable,Alta
01108_Cadernos_de_Estudos_Sociais_2020.pdf,Estudantes de primeira geração do curso de pedagogia do litoral norte,2020,Sí,"""selecionamos um egresso de cada IES""",Sí,"""neste breve estudo exploratório""",No,"""perfil do egresso... no universo explorado""",Debilidad importante,Alta
01118_Cadernos_de_Pesquisa_2025.pdf,Presence of digital social networks in educational practices of law course,2025,Sí,"""empirical field chosen was the undergraduate Law program of a university""",Sí,"""generational gap between professors and students became evident""",No,"""perceive the impact... in a Law program""",Debilidad importante,Alta
01134_Dementia_Neuropsychologia_2025.pdf,"Coping, stress, and burden among caregivers...",2025,Sí,"""sample was non-probabilistic and based on convenience""",Sí,"""restricts the generalizability of the findings""",No,Sin evidencia,Debilidad importante,Alta
01135_Dementia_Neuropsychologia_2025.pdf,Effects of computerized cognitive training...,2025,Sí,"""recruited through a convenience sampling method""",Sí,"""study is limited by its one-group design""",No,"""results provide preliminary evidence""",Debilidad importante,Alta
01138_Dementia_Neuropsychologia_2025.pdf,Repercussions of sleep quality on the P300...,2025,Sí,"""convenience sample comprised by 28 participants""",Sí,"""sample is not representative of the broader aged population""",No,Sin evidencia,Debilidad importante,Alta
01167_Entomology_Beginners_2025.pdf,Mosquitos (Diptera: Culicidae) de importancia médica en... Chetumal,2025,No,"""recolectados mosquitos adultos en cuatro sitios estratégicos""",No,Sin evidencia,No,"""monitorear los mosquitos en las ciudades fronterizas""",Sin falla relevante,Alta
01171_Estudo_Debate_2026.pdf,Desigualdade de gênero e raça na região metropolitana de Salvador,2026,No,"""utilizando dados da Pesquisa Nacional por Amostra de Domicílios Continua""",Sí,"""ajustado pela correção de Heckman para tratar o viés de seleção""",Sí,"""enfrentam desigualdades salariais significativas na Região Metropolitana de Salvador""",Sin falla relevante,Alta
01172_Estudo_Debate_2026.pdf,Mobilidade urbana como fator de desigualdade social,2026,Sí,"""utilizou entrevistas com moradores da localidade""",Sí,"""embora pudesse apresentar um viés analítico""",No,"""impacta na qualidade de vida dos entrevistados""",Debilidad importante,Alta
01175_Estudo_Debate_2025.pdf,Evaluation of the knowledge of pig farmers in commercial farms,2025,No,"""stratified random sampling was carried out""",Sí,"""sampling error was increased to 10%""",Sí,"""assess the knowledge of pig producers in RS""",Sin falla relevante,Alta
01183_Faces_Revista_de_Administração_2025.pdf,A presença de mulheres no conselho de administração impacta no valor da firma?,2025,No,"""empresas brasileiras não financeiras listadas na B3""",Sí,"""controle de heterogeneidade não observada entre as empresas""",Sí,"""posição da mulher... sobre a criação de valor da firma no contexto brasileiro""",Sin falla relevante,Alta
00593_Revista_Colombiana_de_Educació_2024.pdf,Estrategias metacognitivas y motivación de logro académico en estudiantes universitarios de Arequipa (Perú),2024,Sí,"""se tomó una muestra no probabilística de 157 estudiantes de Psicología""",Sí,"""el tamaño de la muestra es pequeño y no ha sido seleccionada de manera probabilística""",Sí,"""analizan las relaciones entre la metacognición y la motivación de logro académico en estudiantes universitarios""",Falla fuerte con reconocimiento,Alta
00598_Revista_Colombiana_de_Educació_2024.pdf,Programas de estímulo como variable predictora de los cambios en la profesión académica en Escuelas Normales de México,2024,Sí,"""con un muestreo no probabilístico por cuotas""",No,Sin evidencia,Sí,"""analizar... las variables asociadas a los cambios en la profesión académica en las instituciones normalistas de México""",Falla fuerte clásica,Alta
00618_Revista_Colombiana_de_Tecnolog_2026.pdf,La interactividad estudiantil y compromiso académico en campus virtuales de instituciones de educación superior,2026,Sí,"""Se empleó un muestreo no probabilístico de tipo intencional""",Sí,"""el uso de un muestreo no probabilístico limita la generalización de los resultados a otras poblaciones""",Sí,"""evaluar cómo cuatro dimensiones... explican el compromiso académico en estudiantes de cinco instituciones de educación superior""",Falla fuerte con reconocimiento,Alta
00621_Revista_UIS_Ingenierías_2025.pdf,"Cost of Capital and Return on Assets of Commercial Micro, Small, And Medium Enterprises (MSMEs) in Bogotá",2025,No,"""examina una muestra de 362 MIPYMES comerciales en Bogotá... a partir de bases de datos""",Sí,"""muestra disminuyó significativamente post-2015... debido al cambio de estándares contables""",Sí,"""establecer una base para la toma de decisiones financieras... de las Mipymes del sector comercial de Bogotá""",Sin falla relevante,Media
00643_Tecnura_2025.pdf,"Etapas de la gestión tecnológica orientada a la resolución de problemas industriales en la minería de arcilla en La Guajira, Colombia",2025,Sí,"""se tomó una muestra de acuerdo con los trabajadores de cada empresa""",No,Sin evidencia,Sí,"""la incidencia... como factor de crecimiento de la productividad de las minas de arcilla en La Guajira""",Falla fuerte clásica,Alta
00649_Tecnura_2023.pdf,Aprendiendo programación de computadores a partir de STEAMRW en ingeniería de sistemas,2023,Sí,"""Se seleccionaron dos cursos de la asignatura Programación I""",No,Sin evidencia,Sí,"""la metodología STEAMRW le provee al estudiante una serie de competencias... determinantes para el desarrollo de su perfil profesional""",Falla fuerte clásica,Alta
00655_Tropical_Grasslands-Forrajes_T_2024.pdf,Farmers’ evaluation and economic viability of Urochloa grasses grown on Nitosol and Vertisol in middle elevations in Ethiopia,2024,Sí,"""20 farmers... were selected to participate in selection""",No,Sin evidencia,Sí,"""Se seleccionaron U. mutica y Mulato II por tener una producción superior para cumplir con los requisitos""",Falla fuerte clásica,Alta
00659_Tropical_Grasslands-Forrajes_T_2023.pdf,Palatabilidad relativa de leñosas forrajeras representativas del bosque seco tropical utilizando un método de cafetería,2023,Sí,"""fueron ofrecidos durante 19 días a cinco bovinos Blanco Orejinegro (BON) adultos""",No,Sin evidencia,Sí,"""para la selección de las especies leñosas forrajeras a ser consideradas en sistemas de ganadería""",Falla fuerte clásica,Alta
00673_Revista_Andina_de_Educación_2026.pdf,Navigating the New Normal: Faculty Perception of Trust and Risks in Adopting Generative Artificial Intelligence in Higher Education,2026,Sí,"""Data were collected from respondents using convenience sampling""",Sí,"""the use of convenience sampling may introduce bias""",Sí,"""This study aims to explore the factors influencing GenAI adoption in higher education context""",Falla fuerte con reconocimiento,Alta
00674_Revista_Andina_de_Educación_2025.pdf,Autopercepción y autorregulación de la calidad de vida del estudiantado de escuelas primarias beneficiarios de un programa social en Chile,2025,Sí,"""el muestreo tuvo un carácter no probabilístico de tipo intencionado""",Sí,"""el sesgo muestral... restringe la generalización de los posibles hallazgos""",Sí,"""analizó los factores de riesgo y protectores asociados a la salud mental infantil""",Falla fuerte con reconocimiento,Alta
00676_Revista_Andina_de_Educación_2025.pdf,Comparación de actividades conectadas y desconectadas en la enseñanza del pensamiento computacional a futuros docentes,2025,Sí,"""se trabajó con grupos intactos o preexistentes para los que no es posible la asignación aleatoria""",Sí,"""restringe la generalización de los hallazgos a otras realidades geográficas y culturales""",Sí,"""las metodologías desenchufadas son una alternativa pedagógica de alto valor para Latinoamérica""",Falla fuerte con reconocimiento,Alta
00677_Revista_Andina_de_Educación_2025.pdf,"Educación, territorio y mar: Análisis de los imaginarios espaciales y la conciencia marítima en el sistema educativo ecuatoriano",2025,Sí,"""se complementó con trabajo de campo con diferentes grupos objetivos""",No,Sin evidencia,Sí,"""la inadecuada interpretación de productos cartográficos oficiales... generan la difusión de imaginarios territoriales inadecuados""",Falla fuerte clásica,Alta
00687_Revista_Técnica_Energía_2024.pdf,Percepción de confort térmico mediante la caracterización de la envolvente de edificaciones residenciales en la ciudad de Loja,2024,Sí,"""desarrollo y aplicación de encuestas dirigidas a la ciudadanía en general mediante medios digitales""",Sí,"""limitaciones se destaca el tamaño de la muestra... limita la generalización de los resultados""",Sí,"""las viviendas de la ciudad de Loja presentan mayor insatisfacción en la planta baja durante la noche""",Falla fuerte con reconocimiento,Alta
00710_Espacio_y_Desarrollo_2021.pdf,Cultura prosocial en Segovia y Remedios: un estudio de atributos en contextos mineros,2021,Sí,"""se desarrollaron instrumentos de recolección de información aplicados en el marco de experimentos deliberativos virtuales""",Sí,"""con estas estimaciones no se pretende hallar resultados representativos para Segovia y Remedios en términos generales""",No,"""con este modelo se busca observar cómo, para esta muestra particular, se relacionan las variables""",Debilidad importante,Alta
00724_Memoria_Investigaciones_en_Ing_2025.pdf,Evaluación de los factores de riesgos psicosociales y la incidencia en el desempeño laboral de los trabajadores...,2025,Sí,"""La muestra es no probabilística de tipo causal""",Sí,"""tamaño de la muestra... limita la generalización de los resultados en comparación a una población más amplia""",Sí,"""a mayor presencia de factores de riesgo psicosociales, menor es el desempeño laboral""",Falla fuerte con reconocimiento,Alta
00782_Cuestiones_de_Sociología_2026.pdf,"Efectos diferenciales del sector ocupacional en las inserciones laborales de calidad y en los ingresos, Argentina (2016-2023)",2026,No,"""se utilizan los micro-datos de la Encuesta Permanente de Hogares (EPH)... en su modalidad continua""",No,Sin evidencia,Sí,"""estudio de los cambios ocurridos en la estructura ocupacional de la sociedad argentina reciente""",Sin falla relevante,Alta
00787_Cuestiones_de_Sociología_2025.pdf,Investigación en tiempo real. El procesamiento de información para la toma de decisiones en la Escuela de Oficios de la UNLP,2025,Sí,"""encuestas de evaluación a estudiantes de las modalidades libres y regulares""",No,Sin evidencia,Sí,"""la potencia de la metodología... para la toma de decisiones y la mejora continua de la gestión universitaria""",Falla fuerte clásica,Media
00819_Ecología_Austral_2023.pdf,Multiscale environmental determinants of rats’ infestation on households in a subtropical urban to rural gradient in Latin America,2023,Sí,"""A total of 87 households... were surveyed""",No,Sin evidencia,Sí,"""prevention and control measures would be more effective if applied at the neighborhood level""",Falla fuerte clásica,Media
00820_Ecología_Austral_2023.pdf,Transición hacia un sistema alimentario más saludable y sostenible en la Argentina: Análisis de actores,2023,Sí,"""se realizaron 30 entrevistas semiestructuradas con actores clave""",No,Sin evidencia,Sí,"""la agenda pública sobre cómo avanzar hacia sistemas alimentarios más saludables y sostenibles en la Argentina es objeto de un abordaje muy compartimentado""",Falla fuerte clásica,Alta
00835_FACES_2025.pdf,Hacia un enfoque holístico de la ambidestreza: el Cuadro de Mando Ambidiestro en el sector hotelero de Puebla,2026,Sí,"""se seleccionaron específicamente los clasificados como hoteles de cuatro estrellas""",Sí,"""interpretar los hallazgos con cautela en consideración de las particularidades del contexto estudiado""",Sí,"""la capacidad de gestionar simultáneamente la eficiencia y la innovación es un factor clave para la competitividad y resiliencia de las empresas en la región""",Falla fuerte con reconocimiento,Alta
00838_FACES_2024.pdf,Incorporación de tecnología y empleo: dinámicas recientes en los sectores industrial y terciario de la ciudad de Rafaela,2024,Sí,"""se seleccionaron 13 observaciones que son las que cumplen dos condiciones relevantes""",Sí,"""dada la cantidad de casos relevados, el análisis anterior solamente se consideró como contexto""",Sí,"""estudiar la relación que existe entre la incorporación de nuevas tecnologías y el empleo operativo""",Falla fuerte con reconocimiento,Alta
00841_Fundamentos_2026.pdf,El poder de los dibujos desde una visión prospectiva en el mundo de los negocios,2026,Sí,"""92 estudiantes de la Universidad de Ibagué... seleccionados mediante un muestreo intencional""",Sí,"""ausencia de mediciones cuantitativas sistemáticas se identifican como aspectos a considerar""",Sí,"""identificación de evidencias transferibles en el desarrollo de capacidades anticipatorias aplicables a un contexto empresarial""",Falla fuerte con reconocimiento,Alta
00846_Fundamentos_2025.pdf,Factores que inciden en la intención de adopción de compra para adquirir vehículos eléctricos en cercado Cochabamba,2025,Sí,"""selección de las personas a encuestar y entrevistar se realizará por el muestreo no probabilístico por juicio""",No,Sin evidencia,Sí,"""determinar los factores que inciden en la intención de adopción para la compra de vehículos eléctricos en la ciudad""",Falla fuerte clásica,Alta
00850_Fundamentos_2025.pdf,Índice de Pobreza Multidimensional para la ciudad de Río Cuarto,2025,No,"""obtenida de la Encuesta Permanente de Hogares (EPH)... publicada trimestralmente""",Sí,"""reconoce la necesidad de evoluir para metodologías más sofisticadas""",Sí,"""identificar la proporción de hogares en situación de pobreza multidimensional""",Sin falla relevante,Alta
00852_Lilloa_2025.pdf,"Etnobotánica médica del caserío Peña Blanca – Tacabamba, provincia de Chota, Cajamarca",2025,No,"""se aplicó el muestreo probabilístico... para la obtención de la muestra se aplicó la fórmula""",Sí,"""escasa información confiable es el mayor obstáculo para una planificación eficaz""",No,"""evaluar el uso etnobotánico médico de este caserío""",Sin falla relevante,Alta
00862_Marine_and_Fishery_Sciences_2026.pdf,"Captura incidental, interacciones y pérdida de nasas en la pesquería de Ophichthus remiger en el norte del Perú",2026,Sí,"""datos provinieron de las bases de datos del sistema de monitoreo SBP implementados en el 100% de las embarcaciones operativas asociadas a la APPA""",Sí,"""importante considerar este posible sesgo al interpretar los resultados""",Sí,"""primera evaluación de la captura incidental... en la pesquería de anguila común en el norte del Perú""",Falla fuerte con reconocimiento,Alta
00867_Marine_and_Fishery_Sciences_2025.pdf,Genetic variability and demographic parameters... Xystreurys rasilis,2025,Sí,"""gratitude to the artisanal and sport fishermen and researchers who assisted in sampling""",No,Sin evidencia,Sí,"""Demographic history was further investigated through mismatch distributions""",Falla fuerte clásica,Media
00883_Pensum_2025.pdf,Evaluación de la sensibilidad ambiental de comunidad escolar,2025,Sí,"""evaluar el comportamiento de una comunidad escolar del Área Metropolitana de San Juan""",Sí,"""si bien se concluye que el caso de estudio presenta un desempeño... se pueden inferir los aspectos por mejorar""",No,"""concluye que el caso de estudio presenta un desempeño ambientalmente sustentable""",Debilidad importante,Alta
00901_Revista_Transporte_y_Territori_2025.pdf,Análise de Paraciclos em Parques Urbanos de Porto Alegre/Brasil: Onde as Pessoas Prendem suas Bicicletas?,2025,Sí,"""questionários aos ciclistas foram aplicados nos mesmos momentos dos levantamentos presenciais realizados nos parques""",No,Sin evidencia,Sí,"""identificam o lazer e o bem-estar como fatores chave para o uso da bicicleta em áreas urbanas""",Falla fuerte clásica,Alta
00903_Revista_Transporte_y_Territori_2025.pdf,La percepción social de la infraestructura ciclista y las acciones complementarias en su implementación,2025,Sí,"""mediante encuestas origen-destino, encuestas de intercepción, conteos y mesas de participación""",Sí,"""ninguno de los modelos estimados mostró una alta capacidad predictiva""",Sí,"""contribuir al enfoque de socialización de obras de este tipo y facilitar, así, la ejecución de políticas públicas sostenibles""",Falla fuerte con reconocimiento,Alta
00033_Praxis_Educativa_2025.pdf,Géneros textuales empleados en las universidades del Ecuador,2025,No,Sin evidencia clara en fragmentos.,No,Sin evidencia.,Sí,"""empleados en las universidades del Ecuador""",No evaluable,0.7
00057_RIA_Revista_Investigaciones_Ag_2022.pdf,Prospección del marchitamiento y cancro bacteriano del tomate...,2022,Sí,"""muestreos en 60 invernaderos comerciales""",No,Sin evidencia.,Sí,"""concluimos que la enfermedad está muy difundida en el CHP""",Falla fuerte clásica,0.9
00066_Revista_Argentina_de_Antropolo_2021.pdf,Distribución geográfica de la presión arterial elevada...,2021,Sí,"""se relevó... 2.268 escolares... residentes en distintos centros""",Sí,"""se reconoce que el presente trabajo tiene ciertas limitaciones""",Sí,"""el cinturón productivo de La Plata, presenta una realidad preocupante""",Falla fuerte con reconocimiento,1.0
00068_Revista_Argentina_de_Antropolo_2020.pdf,El periurbano productivo de la ciudad de La Plata...,2021,Sí,"""seleccionados de manera no aleatoria a partir de un muestreo por conveniencia""",No,Sin evidencia.,Sí,"""un espacio propicio para la malnutrición infanto-juvenil""",Falla fuerte clásica,1.0
00069_Revista_Argentina_de_Antropolo_2019.pdf,DISTANCIAS MARITALES: SALTA (ARgENTINA),2019,Sí,"""censos domiciliarios realizados en once localidades""",Sí,"""vinculada a la poca cantidad de parejas residentes""",Sí,"""las tres zonas geoestructurales analizadas""",Falla fuerte con reconocimiento,0.9
00092_Acta_Scientiarum_Animal_Scienc_2025.pdf,Assessment of the effects of the BARF diet on the health of dogs,2025,Sí,"""online survey... completely anonymous and voluntary""",Sí,"""small size of the research group... could have made it difficult""",Sí,"""The diet should be based on expertise... and quarterly blood tests""",Falla fuerte con reconocimiento,1.0
00093_Acta_Scientiarum_Animal_Scienc_2025.pdf,Next generation sequencing... vaginal bacterial microflora... mares,2025,Sí,"""Samples were collected from 30 clinically healthy adult mares""",No,Sin evidencia.,Sí,"""main elements of the vaginal microflora of the test population""",Falla fuerte clásica,0.8
00097_Acta_Scientiarum_Animal_Scienc_2023.pdf,"Microbiological diagnosis... bovine mastitis... Placas, Pará, Brazil",2023,Sí,"""Ten properties were evaluated... previously selected""",No,Sin evidencia.,Sí,"""agents causing mastitis in the region""",Falla fuerte clásica,0.9
00101_Arquivo_Brasileiro_de_Medicina_2026.pdf,Effects of selective serotonin... Venlafaxine... cats,2025,Sí,"""cats entered the study from three clinics in Tehran""",Sí,"""may be related to the number of samples""",Sí,"""treatment with venlafaxine... can reduce or solve the problem""",Falla fuerte con reconocimiento,1.0
00102_Arquivo_Brasileiro_de_Medicina_2026.pdf,Relationships between liver blood markers and milk parameters...,2025,Sí,"""124 samples from Holstein cows belonging to nine intensive dairy farms""",No,Sin evidencia.,Sí,"""results may be useful... when milk parameters are measured daily""",Falla fuerte clásica,0.9
00109_Arquivo_Brasileiro_de_Medicina_2023.pdf,Molecular prevalence of Mycoplasma parvum in technified swine herds,2023,Sí,"""producer participation was voluntary following the explanatory presentation""",Sí,"""Although not all swine farmers adhered to the study""",Sí,"""first report on PH in technified herds in Southeastern Brazil""",Falla fuerte con reconocimiento,0.9
00110_Arquivo_Brasileiro_de_Medicina_2023.pdf,Occurrence of Salmonella spp. in the broiler production chain,2023,Sí,"""secondary data present in the reports... refer to 319 samples""",Sí,"""thus constituting a sampling bias""",Sí,"""Salmonella spp. contamination of broiler carcasses slaughtered""",Falla fuerte con reconocimiento,0.9
00131_Ciência_Animal_Brasileira_2025.pdf,Abscesso peri-hepático associado à síndrome de indigestão vagal em bovinos,2025,Sí,"""estudo retrospectivo... foram selecionados 15 casos""",No,Sin evidencia,Sí,"""a presença de abscessos peri-hepáticos deve ser considerada""",Falla fuerte clásica,0.8
00132_Ciência_Animal_Brasileira_2025.pdf,Resistência antimicrobiana na produção ovina: semelhanças materno-descendentes,2025,Sí,"""Vinte e seis ovelhas... foram utilizadas neste estudo""",Sí,"""estudos específicos em cada sistema de produção ovina para o controle""",Sí,"""identificou padrões semelhantes de resistência antimicrobiana""",Falla fuerte con reconocimiento,0.9
00137_Ciência_Animal_Brasileira_2023.pdf,Achados epidemiológicos e anatomopatológicos de úlceras do abomaso...,2023,Sí,"""Um total de 201 animais... foram internados para atendimento""",No,Sin evidencia,Sí,"""enfatizam a ocorrência de úlceras do abomaso do tipo 1""",Falla fuerte clásica,0.9
00138_Ciência_Animal_Brasileira_2023.pdf,Estratégias de vedação na ensilagem de milho e desempenho de ovinos,2023,Sí,"""Foram utilizados seis cordeiros por tratamento, totalizando 18 animais""",No,Sin evidencia,Sí,"""não influenciaram o desempenho de cordeiros Dorper x Santa Inês""",Falla fuerte clásica,0.9
00140_Ciência_Animal_Brasileira_2023.pdf,"Soroepidemiologia de leptospirose em equinos da região de Santarém, Pará",2023,Sí,"""amostras... obtidas de 88 equinos criados em 15 propriedades""",No,Sin evidencia,Sí,"""sumamente importante establecer medidas de prevenção""",Falla fuerte clásica,0.9
00158_Ensaio_2024.pdf,How did women and men react to remote Education during the pandemic?,2024,Sí,"""applied self-report questionnaires to convenience samples""",Sí,"""the results are not generalizable but suggestive""",Sí,"""findings point to the statistical predominance of women""",Falla fuerte con reconocimiento,1.0
00200_Horizonte_2021.pdf,“Sem religião” ou pluralismo religioso? Uma leitura introdutória,2021,Sí,"""contou com uma população... junto aos jovens universitários""",Sí,"""talvez os números obtidos... devam ser relativizados""",Sí,"""categoria... não corresponde ao real formado do perfil religioso""",Falla fuerte con reconocimiento,0.9
00253_Ornamental_Horticulture_2025.pdf,Planning and evaluation of rooftop garden designs,2025,Sí,"""handed out to 10 specialists... and a random sample of potential users""",No,Sin evidencia,Sí,"""rooftop gardens represent an experiment to create aesthetic areas""",Falla fuerte clásica,0.8
00479_Sophia_Austral_2025.pdf,Hacia una caracterización del perfil docente universitario de nuevo ingreso,2025,Sí,"""La muestra es no probabilística y responde a un diseño anidado""",No,Sin evidencia,Sí,"""perfil docente universitario de nuevo ingreso""",Falla fuerte clásica,1.0
00504_Ciencia_y_Tecnología_Agropecua_2024.pdf,Factores genéticos y ambientales... permanencia productiva en ganado Holstein,2024,Sí,"""información recopilada en el sitio experimental Las Margaritas""",Sí,"""tamaño de muestra analizado""",Sí,"""mantener vacas cruzadas puede contribuir a aumentar la longevidad""",Falla fuerte con reconocimiento,0.9
00507_Ciencia_y_Tecnología_Agropecua_2023.pdf,Fasciola hepática como causal de decomiso de hígados en bovinos...,2023,Sí,"""registros de 2198 bovinos... centro de un beneficio particular""",No,Sin evidencia,Sí,"""elevada en los bovinos faenados en la provincia de Huaura""",Falla fuerte clásica,0.9
00509_Ciencia_y_Tecnología_Agropecua_2023.pdf,Sistema de producción del cultivo de arroz en zonas con alta salinidad,2023,Sí,"""seleccionaron los canales que eran más utilizados""",No,Sin evidencia,Sí,"""limitantes relevantes para la producción de arroz en el cantón""",Falla fuerte clásica,0.8
00523_Cuadernos_de_Geografía_Revista_2024.pdf,"Asentamientos informales, regularización y riesgo de desastres... Quito",2024,Sí,"""seleccionó el barrio Colinas del Norte como caso de estudio""",No,Sin evidencia,Sí,"""gran parte del distrito metropolitano... alto nivel de riesgo""",Falla fuerte clásica,0.9
00529_Cuadernos_de_Geografía_Revista_2023.pdf,Violencia física contra la mujer durante el confinamiento... Bogotá,2023,Sí,"""reportados a través de la Línea Púrpura""",Sí,"""dificultades de contactar las líneas de atención""",Sí,"""estima la probabilidad de violencia física de la mujer en Bogotá""",Falla fuerte con reconocimiento,0.9
00557_Mundo_Amazónico_2024.pdf,"Conflictos armados, medio ambiente y turismo... aviturismo en Colombia",2024,No,Sin evidencia clara (revisión de datos secundarios),No,Sin evidencia,No,Sin evidencia,No evaluable,0.8
00561_Papeles_2026.pdf,Building Independent Technical Reading Skills in EFL Students,2026,Sí,"""taking into consideration a convenience sample""",Sí,"""prioritizes depth of understanding... over generalizability""",Sí,"""improve professional English reading skills""",Falla fuerte con reconocimiento,1.0
00569_Papeles_2024.pdf,Implementing Inquiry-based Learning through Sustainable Development Goals,2024,Sí,"""realizado en una clase... 19 estudiantes""",Sí,"""limitaciones de tiempo y de número de participantes""",Sí,"""ayudar a los estudiantes a establecer conexiones significativas""",Falla fuerte con reconocimiento,1.0
00570_Papeles_2024.pdf,La importancia de los problemas socioambientales y su adecuación en libros...,2024,Sí,"""muestreo no probabilístico (muestreo disponible o de conveniencia)""",Sí,"""ampliar la muestra de los participantes en otras regiones""",Sí,"""importancia de tratar los temas socioambientales para aprendizaje""",Falla fuerte con reconocimiento,1.0
00257_Ornamental_Horticulture_2024.pdf,"Ornamental chili pepper: use, consumption and internal market",2024,Sí,"""shared by the authors in their networks of contacts via social media""",No,Sin evidencia,Sí,"""The data resulting from the consumer preference survey were analyzed""",Falla fuerte clásica,Alta
00296_Revista_Brasileira_de_Agroecol_2024.pdf,Caracterização dos agroecossistemas de açaí-do-amazonas em Codajás,2024,Sí,"""A técnica de amostragem empregada neste estudo foi a intencional""",No,Sin evidencia,Sí,"""O açaí tem grande valor socioeconômico... para a população de Codajás""",Falla fuerte clásica,Alta
00297_Revista_Brasileira_de_Agroecol_2024.pdf,Diversity and location: key elements to the production of agroecological technical novelties,2024,Sí,"""decided to focus on the smallholders who are regular participants""",No,Sin evidencia,Sí,"""production of agroecological technical novelties by smallholders""",Falla fuerte clásica,Media
00313_Revista_Brasileira_de_Engenhar_2024.pdf,Influence of good practices training and milking systems on standard plate count,2024,Sí,"""milk collections from the volunteer producers in the project""",Sí,"""Natural variability of the data... overall group of selected volunteers""",No,"""did not have an impact on the overall group of selected volunteers""",Debilidad importante,Media
00319_Revista_Brasileira_de_Engenhar_2022.pdf,Air quality assessment in high-tech broiler farms: A case study,2022,Sí,"""The first selected farm... the other is..."" [case selection]",No,Sin evidencia,No,"""The studied houses belong to cooperative members""",Debilidad importante,Media
00343_Revista_Brasileira_de_Saúde_e_2025.pdf,Canine infection by Ehrlichia canis and Anaplasma platys,2025,Sí,"""this cross-sectional descriptive study included a convenience sample""",No,Sin evidencia,Sí,"""frequência e caracterização molecular... na região semiárida do Brasil""",Falla fuerte clásica,Alta
00345_Revista_Brasileira_de_Saúde_e_2024.pdf,Resistência antimicrobiana de agentes bacterianos da mastite bovina,2024,Sí,"""realizado em 14 propriedades leiteiras situadas em quatro municípios""",No,Sin evidencia,Sí,"""propriedades de leiteiras da região metropolitana de são luís – MA""",Falla fuerte clásica,Media
00349_Revista_Brasileira_de_Saúde_e_2023.pdf,Estimativa da População Canina e Felina em um município do Semiárido,2023,No,"""adopting stratified probability sampling""",Sí,"""adoptando amostragem probabilística estratificada""",Sí,"""presenta datos sobre la población de perros y gatos en el área urbana""",Sin falla relevante,Alta
00350_Revista_Brasileira_de_Saúde_e_2023.pdf,Diagnosis and characterization of frog farming in Rio de Janeiro,2023,Sí,"""dissemination in a digital group... free mobile application""",No,Sin evidencia,Sí,"""Distribution of size ranges owned by frog farms in Rio de Janeiro""",Falla fuerte clásica,Alta
00351_Revista_Brasileira_de_Zootecni_2022.pdf,Characteristics of Central Anatolian Merino and Malya sheep,2022,No,"""record of each observation for live weight"" [Experimental groups]",No,Sin evidencia,No,"""Total CAM... Total Malya"" [conclusions for the study groups]",Sin falla relevante,Media
00354_Revista_Brasileira_de_Zootecni_2018.pdf,Characterization of Bísaro pig production system,2018,Sí,"""proportions of respondents/total producers""",No,Sin evidencia,Sí,"""characterize the whole population trends""",Falla fuerte clásica,Media
00355_Revista_Brasileira_de_Zootecni_2018.pdf,Association between morphology and gait in Campolina and Mangalarga horses,2018,No,"""information from the ABCCMM and ABCCC databases""",No,Sin evidencia,No,"""criterion adopted for Campolina and Mangalarga Marchador breeds""",Sin falla relevante,Alta
00357_Revista_Brasileira_de_Zootecni_2016.pdf,Heart rate and behaviour of weaned piglets,2016,Sí,"""Special thanks go to the Norwegian farmers for participating""",No,Sin evidencia,Sí,"""baseline and testing... heart rate parameters"" [biológicamente generalizado]",Falla fuerte clásica,Media
00359_Revista_Brasileira_de_Zootecni_2014.pdf,Postprandial changes in serum insulin and progesterone,2014,Sí,"""cow (period) was used as the subject"" [Experimental selection]",No,Sin evidencia,Sí,"""Postprandial changes in serum insulin and progesterone"" [Generalizado]",Falla fuerte clásica,Media
00473_Sophia_Austral_2026.pdf,"Optimistas, escépticos o temerosos: Perfiles actitudinales frente a la IA",2026,Sí,"""implica un sesgo de autoselección""",Sí,"""muestra fue relativamente pequeña, lo que restringe la generalización""",Sí,"""hallazgos contribuyen a la comprensión del impacto de la IA en entornos educativos""",Falla fuerte con reconocimiento,Alta
00474_Sophia_Austral_2025.pdf,La escritura epistémica en el sistema educativo chileno,2025,Sí,"""encuestó a diez profesores de establecimientos educacionales""",Sí,"""La principal limitación... tiene relación con la cantidad de profesores""",Sí,"""percepción del profesorado... en el sistema educativo chileno""",Falla fuerte con reconocimiento,Alta
00476_Sophia_Austral_2025.pdf,"Creencias sobre democracia, buena ciudadanía y vida cívica",2025,Sí,"""seleccionada mediante un muestreo no probabilístico intencionado""",Sí,"""mecanismo de selección de muestra podría limitar la representatividad""",Sí,"""describir las creencias respecto a democracia... en estudiantes de Pedagogía""",Falla fuerte con reconocimiento,Alta
